delta,theta,alpha,beta,rms,label
1.7517055792255964e-10,1.48903874431166e-11,4.256262713478097e-12,5.170338237457249e-12,1.6441867731167143e-05,2
1.6807311717172844e-10,1.3087193134104e-11,5.258774273143391e-12,8.811706634135147e-12,1.548982094663934e-05,2
5.436846746743389e-11,1.250126217010579e-11,3.3747873435199362e-12,3.551769883255669e-12,9.648287781975247e-06,2
8.622825709503263e-11,1.175945010056072e-11,3.330817548801077e-12,5.928016802727683e-12,1.2183833062033891e-05,2
8.203860500361775e-11,1.3469481828028436e-11,4.124733077269991e-12,1.1881040424933862e-11,1.172315701951885e-05,2
1.193280267649102e-10,1.6765288125023404e-11,3.677188778493904e-12,6.417984821738795e-12,1.3129684991873908e-05,2
1.2602246269370456e-10,1.7123536527345177e-11,3.365205293018885e-12,6.639671189373014e-12,1.3187755611115355e-05,2
7.657340904335088e-11,1.0391869999758716e-11,3.3432132874410906e-12,6.9410725586113285e-12,1.110700340342357e-05,2
8.578963775355054e-11,1.5027493443397542e-11,3.5812788612684396e-12,6.1555096138925974e-12,1.1694159349819627e-05,2
1.0006733829490272e-10,1.2539809305415413e-11,4.478208269922745e-12,6.570314637637141e-12,1.2927297703311532e-05,2
1.0973758287341958e-10,1.4313779026519941e-11,2.8387012908520133e-12,5.384119453080298e-12,1.3085046976255806e-05,2
1.6295890204092292e-10,1.8511306014540676e-11,4.112498355347984e-12,6.6340522148642075e-12,1.5371664184790434e-05,2
1.6271761600310798e-10,2.0559081142702444e-11,5.596108200715293e-12,9.597371788074078e-12,1.6892978713080567e-05,2
1.531786598075734e-10,2.0167228933310476e-11,5.7393819247745105e-12,1.0240181968643388e-11,1.5254872966576039e-05,2
1.1136997784791879e-10,1.6013536947176622e-11,4.648900886326438e-12,7.428804923156838e-12,1.4992605751925806e-05,2
1.3969846399959617e-10,1.2803106756389321e-11,3.524364366591206e-12,3.6075322422803375e-12,1.605658755058485e-05,2
1.3793422470279417e-10,1.5658433906469956e-11,7.716461619880885e-12,1.0371330866405004e-11,1.582900816077081e-05,2
1.1683891933146015e-10,1.7798184534532327e-11,2.2296161928616868e-12,3.516538865684392e-12,1.3988170762540552e-05,2
1.625497866604872e-10,2.2899865430655888e-11,3.908469688823498e-12,8.223058293657287e-12,1.5599012593315995e-05,2
1.542015699120533e-10,1.4007358868982203e-11,4.026114085849128e-12,5.356301197100888e-12,1.710273695738167e-05,2
7.571494771866289e-11,1.671328323766865e-11,3.4072618633510186e-12,4.404855985563382e-12,1.2509544611029141e-05,2
1.183455441626395e-10,1.4642942324842198e-11,4.600756398048996e-12,8.34491084590659e-12,1.3250488643671936e-05,2
1.6455691876936768e-10,1.497370730699932e-11,4.417260838615712e-12,6.9754593858437925e-12,1.5015964586403067e-05,2
1.2461218132677383e-10,2.124538175346269e-11,5.039444649248895e-12,7.291088425247297e-12,1.4831169243696413e-05,2
1.4435542379026794e-10,2.8690191781396618e-11,8.35090914188282e-12,5.301604881052475e-12,1.5669145097270477e-05,2
1.301715887329214e-10,1.427077266313378e-11,4.5701565948612415e-12,9.227289126667612e-12,1.4637573678868548e-05,2
1.767028724884871e-10,1.5842989301981315e-11,4.400185888922547e-12,1.092229328290152e-11,1.6646400002508787e-05,2
1.245537849693715e-10,1.4930764491407218e-11,4.088019100503503e-12,9.895572423506548e-12,1.3630044359859829e-05,2
1.5111128163764015e-10,2.1524705444512675e-11,4.190364149881575e-12,9.807417512050517e-12,1.619231227952026e-05,2
1.503111609812623e-10,1.6002568989929735e-11,3.7323559002636696e-12,3.5892326231864178e-12,1.4902168812896732e-05,2
1.9080606496752704e-10,2.438869814329581e-11,5.338296519727252e-12,5.5255777219972494e-12,1.6782838888625723e-05,2
1.4427584538237498e-10,2.2081985261565197e-11,5.412154148130429e-12,8.563524563525196e-12,1.6881778622137353e-05,2
1.2129277635802298e-10,1.3975368325167611e-11,3.989539050882942e-12,6.85418775633189e-12,1.4993467885872064e-05,2
3.7158154434890275e-10,2.0537469954038408e-11,5.269307889926394e-12,5.3679041167949864e-12,2.487728674689618e-05,3
1.7760475708374572e-10,2.043761601408753e-11,5.678775125513193e-12,5.963952047909592e-12,1.7304775945894397e-05,2
3.4117615074151403e-10,2.2708715914608378e-11,5.521164723321341e-12,3.414123810744163e-12,2.254745263851053e-05,3
3.854541406148371e-10,2.3712396964367016e-11,4.658764880218556e-12,4.163889881622923e-12,2.308761951193604e-05,3
2.5164867980155587e-10,2.1547480267993957e-11,4.010101841301709e-12,3.3171986976034188e-12,2.148017684496419e-05,3
2.039985990777767e-10,1.729988010694898e-11,4.343214287246171e-12,7.0454744468268455e-12,1.7557131423059323e-05,2
2.0850162369865222e-10,2.455902279088533e-11,5.9855676466170896e-12,7.695890829048731e-12,1.8140194964494963e-05,2
1.4728418374481935e-10,2.331431943195069e-11,3.862328753433559e-12,5.906894230746598e-12,1.6430276103071633e-05,2
2.591693503345744e-10,2.6446316475782953e-11,4.6545623265915335e-12,7.44814324896288e-12,2.0430355001575807e-05,2
4.345056258984303e-10,2.738206691322957e-11,4.664120949173173e-12,5.052835325593391e-12,2.4541667948551044e-05,3
3.898474014989839e-10,2.1736761295160133e-11,4.354985046186856e-12,6.053908912687713e-12,2.5425907077440237e-05,3
2.1787344500034184e-10,1.6544693078823504e-11,3.924227175240433e-12,3.164906201488018e-12,1.8624874474580957e-05,2
2.8602890755558533e-10,2.3763889984976087e-11,5.173224126793059e-12,7.306756065177582e-12,2.1006165886970473e-05,2
4.033233326920234e-10,2.3935533193693446e-11,5.0160806456986254e-12,6.358011664770062e-12,2.4561549609346184e-05,3
3.0515737890824445e-10,2.2694529671620624e-11,4.65247344372201e-12,6.05683980400038e-12,2.1926919110549733e-05,2
3.1184745004791757e-10,2.260053827684807e-11,4.551508731057187e-12,5.5455155233111894e-12,2.0446335529112656e-05,3
2.359565005862775e-10,1.9009543929859504e-11,5.935542072412172e-12,4.230054229993894e-12,1.9493168060600177e-05,2
4.658798883959504e-10,2.4106719943819713e-11,5.024775519674299e-12,4.5111342272800616e-12,2.8477551087275743e-05,3
5.274645671538503e-10,2.7844167562606343e-11,4.5712032018763364e-12,4.367986832367172e-12,2.657809511069609e-05,3
5.774113018996899e-10,2.2606117127315647e-11,6.6824350248266555e-12,9.130492123233755e-12,3.393922665707247e-05,3
4.4314476671995785e-10,3.2846658329395784e-11,5.072703440143767e-12,7.938995846594482e-12,2.4331028283350754e-05,3
2.3838186879735054e-10,3.4769292625464566e-11,4.787375933057356e-12,4.97956457048401e-12,2.0737281887150942e-05,2
2.4816697083405663e-10,2.1734390832351212e-11,3.910983358998375e-12,3.695107751362993e-12,1.8627758440379138e-05,2
1.557947458957401e-10,1.9465529497100328e-11,4.76179625195266e-12,7.0926516927027845e-12,1.6201224889702248e-05,2
1.7667707707503235e-10,1.8796865057765255e-11,4.34010729864167e-12,6.239782736002416e-12,1.7838205444934845e-05,2
2.6252329480427427e-10,2.0776077440833634e-11,6.1127432976020324e-12,1.018847552980042e-11,2.0673102599853476e-05,2
1.153383345036104e-10,3.171580186191017e-11,4.4891283976931085e-12,4.461878243480542e-12,1.5264141567731813e-05,2
2.2335617039385889e-10,2.4140928988205128e-11,4.0556013359542985e-12,5.195170616372635e-12,1.8894316915557188e-05,2
2.9008892653376604e-10,3.4539895775489923e-11,5.762616007315481e-12,4.055560925022371e-12,2.346367670179532e-05,3
1.0765479500207596e-10,2.1064393716848156e-11,3.5012990829665513e-12,3.3384335289967836e-12,1.510373410614309e-05,2
1.094100479823074e-10,2.2674919843425626e-11,3.2344459875506025e-12,3.3230856609515604e-12,1.3713790188651432e-05,2
1.3646326845298063e-10,3.506316094581179e-11,4.616619428123408e-12,3.341790928375092e-12,1.4531559787082555e-05,2
4.685926187101781e-11,1.3806338465297665e-11,3.1092161501708804e-12,3.1610796842733004e-12,9.620366926895805e-06,2
4.930185595565755e-11,1.6664409811894143e-11,6.251104606063668e-12,7.424603382145625e-12,1.0192548334631617e-05,1
4.242890825052612e-11,1.7694466152423756e-11,3.7171415129981535e-12,2.7479199908527454e-12,9.378176045010938e-06,1
3.900709317075927e-11,1.3247510915275173e-11,2.3073024341325953e-12,2.6817176672457317e-12,9.514816027872879e-06,4
3.966498798230358e-11,1.075665482554046e-11,2.7898389026841925e-12,2.3886339783265767e-12,8.581204954030276e-06,4
3.958238762329328e-11,1.0386529395752373e-11,3.2180375653968322e-12,2.4776196687413838e-12,8.586748942559309e-06,4
3.47547155147753e-11,1.2706177728203834e-11,2.482336356368786e-12,2.5167639049865385e-12,8.56962231148773e-06,4
5.590508898290082e-11,1.8083665507535703e-11,3.4607479099335423e-12,2.78402391180984e-12,1.0645792808783086e-05,4
3.418046816594699e-11,7.899518688064095e-12,2.746866875560098e-12,2.2998700345941767e-12,8.38779364641041e-06,4
4.4540726620283317e-11,1.4447073013871626e-11,3.949137741329027e-12,2.5253570358660113e-12,9.542078856428255e-06,4
2.9400019737106603e-11,8.077022984408817e-12,3.0169340424224986e-12,3.1878623294794434e-12,7.984846899269972e-06,4
3.753334724104199e-11,1.0225805257974627e-11,3.3831014365967664e-12,2.555077720278138e-12,9.94763119721785e-06,4
6.004502404848133e-11,1.0632060571920522e-11,3.2412696017644224e-12,2.410926141701207e-12,1.3352313088443113e-05,4
3.896891703109126e-11,1.0399701327908025e-11,2.675912442155285e-12,2.5741640032544374e-12,9.822182431252717e-06,4
3.94569616451252e-11,1.1995879135397498e-11,2.8953626135251767e-12,2.636700127776596e-12,9.082005740700806e-06,4
3.0506598751246874e-11,1.0468944819233932e-11,3.18650793745205e-12,2.3417167541368764e-12,8.35944216898593e-06,4
3.2912101075561176e-11,9.493739256722089e-12,2.4095571090971107e-12,2.3884039809727223e-12,8.327997682291384e-06,4
4.2271355685943814e-11,1.1287130185400407e-11,3.285896818405486e-12,2.8617699548686153e-12,9.72103207407065e-06,4
5.635916264889444e-11,1.1329587108840185e-11,3.8955402503303326e-12,2.827540269645958e-12,1.0628927962011185e-05,4
2.6898159721902915e-11,8.611753658531377e-12,3.2808799941997926e-12,2.486873077233032e-12,7.7435873561855e-06,4
2.3828334726592185e-11,9.405589661343228e-12,3.465651635393474e-12,1.9974862111764824e-12,7.236436340559348e-06,4
3.72265744416375e-11,9.921107817628994e-12,3.5692030842369635e-12,7.265256227609133e-12,8.965111910090566e-06,4
2.9479771873986655e-11,1.0339497153825984e-11,3.3229750549757026e-12,2.4487224221906263e-12,8.935493938301964e-06,4
2.970151714009512e-11,1.0092175272301665e-11,2.760194154536768e-12,2.787351932093269e-12,7.974163560320973e-06,4
2.6257165475464605e-11,1.243926726553572e-11,2.45629156432681e-12,2.588894869337744e-12,8.135310872271252e-06,4
4.7849088561561394e-11,1.3290635966246799e-11,4.439541263871671e-12,3.845249434247325e-12,9.964014693100713e-06,4
2.2976167322584152e-11,9.212000781440702e-12,3.1825664925787163e-12,2.6301134490649648e-12,7.050935637410211e-06,4
2.4393000216486045e-11,1.2306614614479127e-11,2.637161357212647e-12,2.6702023628066843e-12,8.058885098468978e-06,4
2.8118248191236873e-11,1.3916148181000613e-11,4.028314415859725e-12,2.47347873139638e-12,8.059171372500163e-06,4
2.979796059847902e-11,1.3433446107701583e-11,2.9273180926363475e-12,2.503096944082149e-12,8.596277675071347e-06,4
8.160869090502216e-11,1.0112951245407507e-11,2.9295820281176963e-12,2.6605142079375015e-12,1.3696738747940063e-05,4
2.386086744783008e-11,8.238191507354755e-12,3.0674647528547803e-12,3.1757119610182295e-12,8.039966772192951e-06,4
2.9175579419498925e-11,7.576536174948016e-12,4.085505901566776e-12,2.792811492377089e-12,8.157647038571736e-06,4
3.0651522365686046e-11,1.3627593762440912e-11,3.697042858612822e-12,3.50260609652493e-12,8.284636180324889e-06,4
4.2467354504602133e-11,7.682865153813536e-12,3.568814636105385e-12,2.86568951165415e-12,9.749022096353028e-06,4
3.776442294522138e-11,9.338936129793228e-12,4.47745716087339e-12,9.335338632689235e-12,1.2285221512600766e-05,4
2.6405981306237765e-11,2.0029985620626704e-11,5.953512215639104e-12,8.720805158649738e-12,9.262028172653941e-06,5
2.956269385152849e-11,8.243690501149629e-12,2.2612416059026444e-12,3.4355316480870755e-12,7.223350564509717e-06,1
2.6174887173861838e-11,8.190491498190488e-12,1.9215445268172246e-12,2.9861614884505027e-12,6.9462187887785966e-06,1
3.713855015914388e-11,1.1879716558623346e-11,3.2580547385445948e-12,2.798602946186886e-12,8.393525804029994e-06,1
3.041031190869772e-11,1.1068340409944623e-11,3.220316807690956e-12,2.4892488330476404e-12,7.750946302958814e-06,1
2.7672359912188944e-11,9.796398040740688e-12,3.9049284647778506e-12,3.3809569935091893e-12,7.785459292892045e-06,1
2.4213214724513947e-11,1.625677420792632e-11,4.337791032000624e-12,3.5344665988903304e-12,7.920965909762297e-06,4
7.297167562086827e-11,1.126290064439247e-11,3.961675482048699e-12,4.060309971270423e-12,1.2318887649676332e-05,4
2.3223410490190568e-11,9.649783097671253e-12,2.1080669240648507e-12,3.1410499306991688e-12,7.047341730086829e-06,4
2.9386099407457723e-11,1.4926910565391174e-11,2.5442156868513496e-12,2.8117689384116666e-12,7.921220559982353e-06,4
3.5572703401338446e-11,8.730209197368551e-12,1.9706692229092773e-12,2.7123919986580528e-12,8.662048464077382e-06,4
2.7639704141895126e-11,8.980408073477721e-12,1.896460235879504e-12,2.800629696646135e-12,7.589886227240914e-06,4
6.299696187710002e-11,2.0829611801755668e-11,3.8074609275096584e-12,3.2600573863743722e-12,1.0522281517206221e-05,4
2.2366848592031277e-11,8.459633446743124e-12,3.857575972685901e-12,3.5816701330858925e-12,7.181139862916393e-06,4
1.3691292181893468e-10,1.0781685273585781e-11,5.035163385336959e-12,8.89855576282514e-12,2.2570617413528404e-05,4
4.4394163772569124e-10,1.5212651237268478e-11,8.343726709935006e-12,2.4061996337065024e-11,3.70857433993734e-05,5
7.206173064123739e-11,1.6578024898000617e-11,1.1045482872920436e-11,4.360792312499708e-12,1.5267161347287332e-05,5
1.9978609626233035e-11,2.6962217017485057e-11,1.3557198819105465e-11,3.676968899477222e-12,8.82912149182071e-06,5
1.1224504476079462e-10,1.4627290209032016e-11,1.2112536226133356e-11,9.69955570885848e-12,1.717006733555142e-05,5
1.414725452941754e-10,1.5152174601516544e-11,7.1972438362178676e-12,7.539893560255753e-12,2.028655285456362e-05,5
2.190642829604215e-10,1.3056106825493428e-11,4.901020374304387e-12,8.87980032415948e-12,2.7020914249242808e-05,5
3.0954028722280727e-10,1.940207686483568e-11,3.5837505874967134e-12,4.238749393714009e-12,2.6307332123481583e-05,5
2.4310039838639266e-10,2.3254712116415464e-11,4.38871393600623e-12,4.346108337551544e-12,1.9826510932850742e-05,5
7.187362643661045e-11,2.0890674899575204e-11,6.7234885234086285e-12,2.7421603660972077e-12,1.1692517452706957e-05,5
2.6301135463687367e-11,1.6028649966348442e-11,1.0145885045561966e-11,3.2774939649623546e-12,1.0970978378165012e-05,5
2.47860823588525e-11,2.2685538177601094e-11,1.0193931301577327e-11,3.022938299116924e-12,8.747085340437063e-06,5
1.892561345001377e-11,7.993436441312737e-12,9.084852293747187e-12,2.573069815334286e-12,7.2031465617412025e-06,5
1.5004767024689207e-11,1.6570654751748087e-11,1.2967338068675117e-11,2.8147664852311802e-12,7.648605878660114e-06,5
1.96055916953505e-11,2.4967084709508495e-11,8.695344357898785e-12,2.69951744599267e-12,8.404907585190075e-06,5
1.9211530073542578e-11,1.95659865273009e-11,7.410536403192875e-12,3.65712799877812e-12,8.218971324947183e-06,5
1.2548008458593606e-10,1.5043666102068857e-11,7.705249069871965e-12,1.844364297590506e-11,1.850468654337128e-05,5
1.976252057461795e-11,1.7191058531362147e-11,9.689580044781365e-12,6.4984353655543956e-12,8.603770271016665e-06,5
2.0266149297045448e-11,1.15002843552906e-11,4.764594484630846e-12,6.0697641380943944e-12,7.599677042541977e-06,1
2.347347526129473e-11,9.612007457665211e-12,5.8623614387593006e-12,5.835685080099583e-12,7.829383592126857e-06,1
2.6537901186926123e-11,6.892751955511423e-12,3.474186022347166e-12,4.235922204798496e-12,1.1349925343805392e-05,1
6.038787722288651e-10,2.0041893014181184e-11,5.586853634424901e-12,1.5225944020128726e-11,5.0566556422100076e-05,5
1.369651483510548e-10,1.3864080334411283e-11,8.576762616754228e-12,8.806434601661988e-12,1.9768930402829895e-05,5
1.817858842264859e-10,1.8015050362322762e-11,7.476228273228964e-12,1.6370246387245057e-11,1.7706453418618264e-05,5
2.469939093297486e-10,1.3015497710919275e-11,4.886745730674806e-12,8.50576094397188e-12,2.3689208485759384e-05,5
4.3728566822761074e-10,2.1487294526213306e-11,3.116824892046778e-12,7.546595107847267e-12,2.562179107163706e-05,5
1.4782812608618013e-10,1.2041357187017868e-11,5.7531477694668135e-12,9.25514562202849e-12,1.9317228520488084e-05,5
6.389614726679391e-10,2.7668548709091098e-11,6.345730218581828e-12,1.1577124747023297e-11,3.511153025140834e-05,5
2.8254350370885093e-10,2.007353659972683e-11,5.80906585739488e-12,8.048768210969066e-12,2.903410253085984e-05,5
4.752825110153596e-10,2.260015430940161e-11,6.776962873055148e-12,5.655197696922294e-12,3.0089617027702897e-05,5
2.0028377599121936e-11,8.189940713155963e-12,8.236737141909707e-12,4.0442425769536815e-12,1.1265719005129775e-05,5
1.7794112207270817e-11,9.717202282191437e-12,5.278944657345675e-12,3.348404365190038e-12,7.0491678138443125e-06,1
1.3440564683359006e-10,1.6356630869225585e-11,5.587089504502608e-12,3.83782730224745e-12,1.6206545477187877e-05,5
4.5525778497426155e-10,2.956655736506911e-11,5.0535274911063725e-12,6.152319361460926e-12,2.5115636817302893e-05,5
7.570843300060005e-10,3.999466009023286e-11,5.45600852242117e-12,5.37669985214093e-12,3.2988549691684155e-05,5
4.55982362247243e-10,1.6978759633918225e-11,7.933759824988134e-12,7.250075974159773e-12,3.214244280579188e-05,5
4.927402211161634e-10,2.958368964970357e-11,4.628496311982598e-12,9.717121765736668e-12,3.400986129936026e-05,5
4.64736685400702e-10,2.1098183449276837e-11,4.757879567521686e-12,7.722500173601304e-12,2.8249821707453873e-05,5
1.6531382011335004e-10,1.5722085712837398e-11,6.690501848109955e-12,3.463756855359086e-12,1.7568378098791817e-05,5
1.182497537690466e-10,1.2356888990686814e-11,6.8915901867491985e-12,3.6060754634662295e-12,1.5020173183773685e-05,5
2.0034246416281647e-10,1.7354695796085196e-11,4.972437083563272e-12,2.7080843706155356e-12,1.8532166329088386e-05,5
3.792900319719369e-11,7.1676042643980006e-12,9.694154475165733e-12,2.862917984220134e-12,9.916315551366063e-06,5
2.3973506723262504e-11,2.0120652266792856e-11,9.524529251017827e-12,4.370814894079435e-12,8.440816605628453e-06,5
8.238865498006428e-11,1.2189151748883214e-11,6.1643542329198134e-12,3.185633652761776e-12,1.4484418137493079e-05,5
